index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
17544,"[50, 55[",Self-emp-not-inc,94432,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,55,United-States,>50K
17545,"[30, 35[",Private,168906,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K
17546,"[45, 50[",Private,116143,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,40,United-States,<=50K
17547,"[50, 55[",Private,128272,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,0,14,United-States,<=50K
17549,"[45, 50[",Private,174995,HS-grad,9,Divorced,Adm-clerical,Unmarried,*,Female,0,0,45,United-States,<=50K
17551,"[35, 40[",Private,154641,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,45,United-States,>50K
17553,"[30, 35[",Private,203488,Some-college,10,Never-married,Craft-repair,Not-in-family,*,Male,0,0,44,United-States,<=50K
17555,"[30, 35[",Private,169589,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,40,United-States,<=50K
17556,"[25, 30[",Private,137645,Bachelors,13,Never-married,Sales,Not-in-family,*,Female,0,0,40,United-States,<=50K
17557,"[55, 60[",Local-gov,489085,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,<=50K
17558,"[30, 35[",Private,36302,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,50,United-States,<=50K
17559,"[35, 40[",Private,253420,HS-grad,9,Separated,Other-service,Unmarried,*,Female,0,0,25,United-States,<=50K
17560,"[35, 40[",Private,269300,HS-grad,9,Separated,Other-service,Not-in-family,*,Female,0,0,40,United-States,<=50K
17562,"[45, 50[",Private,346978,Bachelors,13,Divorced,Prof-specialty,Unmarried,*,Female,0,0,40,United-States,<=50K
17567,"[35, 40[",Private,312271,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,50,United-States,>50K
17569,"[45, 50[",Private,204692,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
17571,"[55, 60[",State-gov,202682,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,0,40,United-States,<=50K
17572,"[20, 25[",Private,231912,Assoc-voc,11,Never-married,Adm-clerical,Own-child,*,Female,0,0,37,United-States,<=50K
17573,"[40, 45[",Local-gov,24982,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,>50K
17576,"[30, 35[",Local-gov,154874,Some-college,10,Married-civ-spouse,Protective-serv,Husband,*,Male,0,0,40,United-States,<=50K
17577,"[40, 45[",Private,74581,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,48,United-States,>50K
17578,"[25, 30[",Private,311446,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,*,Female,5178,0,40,United-States,>50K
17579,"[35, 40[",Self-emp-inc,162164,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
17581,"[45, 50[",Self-emp-not-inc,162856,Some-college,10,Divorced,Exec-managerial,Not-in-family,*,Female,0,0,40,United-States,<=50K
17588,"[30, 35[",State-gov,180283,HS-grad,9,Never-married,Other-service,Not-in-family,*,Female,0,0,40,United-States,<=50K
17589,"[40, 45[",Local-gov,95639,HS-grad,9,Never-married,Craft-repair,Other-relative,*,Male,0,0,40,United-States,<=50K
17590,"[40, 45[",Private,33155,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,45,United-States,<=50K
17594,"[50, 55[",?,294691,HS-grad,9,Married-civ-spouse,?,Husband,*,Male,0,0,40,United-States,<=50K
17595,"[30, 35[",Private,301867,Some-college,10,Never-married,Adm-clerical,Unmarried,*,Female,0,0,35,United-States,<=50K
17596,"[55, 60[",Private,226875,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,4064,0,40,United-States,<=50K
17597,"[45, 50[",Private,362835,Bachelors,13,Married-civ-spouse,Sales,Husband,*,Male,0,0,60,United-States,>50K
17603,"[40, 45[",Local-gov,263871,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,8,United-States,<=50K
17604,"[35, 40[",Self-emp-not-inc,77820,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,>50K
17606,"[25, 30[",Private,257910,Some-college,10,Never-married,Other-service,Not-in-family,*,Male,0,0,60,United-States,<=50K
17607,"[25, 30[",Private,244372,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,*,Female,0,0,52,United-States,>50K
17608,"[35, 40[",Self-emp-not-inc,126738,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,72,United-States,<=50K
17612,"[60, 65[",Self-emp-inc,105339,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,7298,0,60,United-States,>50K
17614,"[30, 35[",Private,182926,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,43,United-States,>50K
17615,"[35, 40[",Private,166193,HS-grad,9,Divorced,Machine-op-inspct,Own-child,*,Male,0,0,40,United-States,<=50K
17616,"[25, 30[",Local-gov,206125,10th,6,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,60,United-States,<=50K
17617,"[40, 45[",Private,346594,HS-grad,9,Divorced,Other-service,Unmarried,*,Female,0,0,40,United-States,<=50K
17620,"[35, 40[",Private,129150,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,20,United-States,>50K
17622,"[40, 45[",Private,146908,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,60,United-States,>50K
17624,"[25, 30[",Private,164488,Bachelors,13,Never-married,Tech-support,Not-in-family,*,Male,0,0,40,United-States,<=50K
17625,"[40, 45[",Private,307468,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,50,United-States,<=50K
17626,"[30, 35[",Private,93884,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,45,United-States,>50K
17627,"[25, 30[",Private,279833,Bachelors,13,Never-married,Exec-managerial,Not-in-family,*,Male,0,2258,45,United-States,>50K
17629,"[30, 35[",Private,101562,Bachelors,13,Never-married,Prof-specialty,Not-in-family,*,Female,0,0,45,United-States,<=50K
17630,"[30, 35[",Private,136331,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,*,Male,0,0,40,United-States,<=50K
17631,"[35, 40[",Private,259846,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,55,United-States,<=50K
17637,"[20, 25[",Private,67958,Some-college,10,Never-married,Other-service,Not-in-family,*,Female,0,0,30,United-States,<=50K
17638,"[50, 55[",Federal-gov,98980,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,7298,0,40,United-States,>50K
17639,"[50, 55[",State-gov,94174,Some-college,10,Divorced,Adm-clerical,Unmarried,*,Female,0,0,35,United-States,<=50K
17642,"[40, 45[",Private,116632,HS-grad,9,Divorced,Sales,Not-in-family,*,Male,0,0,60,United-States,>50K
17644,"[60, 65[",?,139391,Some-college,10,Married-civ-spouse,?,Husband,*,Male,99999,0,30,United-States,>50K
17649,"[20, 25[",State-gov,126822,Some-college,10,Never-married,Prof-specialty,Own-child,*,Female,0,0,15,United-States,<=50K
17651,"[35, 40[",Private,54953,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
17652,"[30, 35[",Private,222654,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,<=50K
17653,"[30, 35[",Private,37676,Bachelors,13,Married-civ-spouse,Sales,Husband,*,Male,0,0,50,United-States,>50K
17654,"[55, 60[",Private,159319,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,United-States,>50K
17655,"[25, 30[",Private,125321,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,*,Female,0,0,40,United-States,<=50K
17658,"[40, 45[",State-gov,438427,Some-college,10,Divorced,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K
17659,"[25, 30[",Self-emp-not-inc,384276,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,<=50K
17660,"[25, 30[",Private,196805,Some-college,10,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,65,United-States,<=50K
17662,"[30, 35[",Private,184306,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,45,United-States,<=50K
17665,"[55, 60[",Self-emp-not-inc,95280,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,99999,0,45,United-States,>50K
17666,"[55, 60[",Private,212783,HS-grad,9,Divorced,Other-service,Not-in-family,*,Female,0,0,38,United-States,<=50K
17667,"[15, 20[",Private,205004,Some-college,10,Never-married,Other-service,Own-child,*,Male,0,0,26,United-States,<=50K
17669,"[35, 40[",Private,83880,Some-college,10,Never-married,Craft-repair,Not-in-family,*,Male,0,0,40,United-States,<=50K
17670,"[25, 30[",Private,161155,HS-grad,9,Married-civ-spouse,Other-service,Husband,*,Male,0,0,40,United-States,<=50K
17671,"[40, 45[",Local-gov,265698,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,*,Female,0,0,45,United-States,>50K
17672,"[55, 60[",Self-emp-inc,146477,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,>50K
17673,"[15, 20[",Private,97261,HS-grad,9,Never-married,Farming-fishing,Not-in-family,*,Male,0,0,40,United-States,<=50K
17675,"[65, 70[",Self-emp-not-inc,133736,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,20051,0,40,United-States,>50K
17677,"[35, 40[",Private,126675,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,57,United-States,<=50K
17678,"[45, 50[",Local-gov,175754,Masters,14,Divorced,Prof-specialty,Not-in-family,*,Female,0,1876,60,United-States,<=50K
17680,"[20, 25[",Private,180052,HS-grad,9,Never-married,Other-service,Own-child,*,Male,0,0,40,United-States,<=50K
17681,"[20, 25[",Private,124454,Some-college,10,Never-married,Sales,Not-in-family,*,Male,0,0,30,United-States,<=50K
17682,"[45, 50[",Private,190115,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,1672,44,United-States,<=50K
17683,"[35, 40[",Private,222584,HS-grad,9,Divorced,Adm-clerical,Unmarried,*,Female,0,0,40,United-States,<=50K
17685,"[45, 50[",Local-gov,114160,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,1902,45,United-States,>50K
17686,"[20, 25[",Private,228960,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,*,Female,0,0,40,United-States,<=50K
17687,"[25, 30[",Private,132572,Bachelors,13,Never-married,Adm-clerical,Own-child,*,Female,0,0,40,United-States,<=50K
17690,"[30, 35[",Local-gov,50649,Masters,14,Never-married,Prof-specialty,Not-in-family,*,Female,0,0,50,United-States,<=50K
17692,"[45, 50[",Self-emp-inc,30575,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,70,United-States,>50K
17694,"[50, 55[",Private,50178,HS-grad,9,Married-civ-spouse,Tech-support,Husband,*,Male,0,0,40,United-States,>50K
17695,"[15, 20[",Private,207791,10th,6,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,20,United-States,<=50K
17696,"[20, 25[",Private,540712,HS-grad,9,Never-married,Other-service,Other-relative,*,Male,0,1719,25,United-States,<=50K
17697,"[50, 55[",Private,321770,HS-grad,9,Divorced,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K
17698,"[45, 50[",Private,202053,HS-grad,9,Divorced,Sales,Not-in-family,*,Female,0,0,32,United-States,<=50K
17700,"[30, 35[",Self-emp-not-inc,115066,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,0,60,United-States,>50K
17701,"[25, 30[",Private,223751,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,40,United-States,>50K
17702,"[60, 65[",Self-emp-inc,354075,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,United-States,>50K
17703,"[20, 25[",Private,32732,Bachelors,13,Never-married,Prof-specialty,Not-in-family,*,Male,0,0,15,United-States,<=50K
17706,"[35, 40[",Private,279721,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,40,United-States,<=50K
17709,"[35, 40[",Private,76417,Masters,14,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,>50K
17711,"[20, 25[",Private,78170,HS-grad,9,Never-married,Craft-repair,Not-in-family,*,Male,0,0,42,United-States,<=50K
17712,"[35, 40[",Private,201410,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,*,Male,0,0,40,United-States,<=50K
17713,"[20, 25[",Private,189013,Some-college,10,Never-married,Sales,Own-child,*,Female,0,0,35,United-States,<=50K
17714,"[30, 35[",Private,119913,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,>50K
17715,"[35, 40[",Private,549174,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,50,United-States,>50K
17716,"[25, 30[",Local-gov,214706,HS-grad,9,Never-married,Other-service,Unmarried,*,Female,0,0,40,United-States,<=50K
17719,"[20, 25[",Private,237720,HS-grad,9,Never-married,Craft-repair,Own-child,*,Male,0,0,40,United-States,<=50K
17720,"[25, 30[",Private,185942,Masters,14,Never-married,Prof-specialty,Own-child,*,Female,0,0,40,United-States,>50K
17722,"[15, 20[",Private,140027,11th,7,Never-married,Other-service,Own-child,*,Female,0,0,25,United-States,<=50K
17723,"[15, 20[",?,115258,11th,7,Never-married,?,Own-child,*,Male,0,0,12,United-States,<=50K
17725,"[65, 70[",?,117963,HS-grad,9,Married-civ-spouse,?,Husband,*,Male,0,0,45,United-States,<=50K
17730,"[30, 35[",State-gov,108116,HS-grad,9,Married-civ-spouse,Tech-support,Husband,*,Male,0,0,40,United-States,<=50K
17731,"[25, 30[",Private,366900,HS-grad,9,Never-married,Craft-repair,Own-child,*,Male,0,0,40,United-States,<=50K
17733,"[35, 40[",Private,33105,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,70,United-States,>50K
17736,"[30, 35[",Private,199227,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,55,United-States,>50K
17739,"[40, 45[",Private,187294,Some-college,10,Divorced,Craft-repair,Unmarried,*,Male,0,0,40,United-States,<=50K
17740,"[40, 45[",Private,115932,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,<=50K
17742,"[20, 25[",Private,27049,Some-college,10,Never-married,Sales,Own-child,*,Female,0,0,20,United-States,<=50K
17743,"[40, 45[",Private,806552,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0,0,50,United-States,>50K
17747,"[35, 40[",Private,219546,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,>50K
17751,"[20, 25[",Private,304602,HS-grad,9,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,40,United-States,<=50K
17754,"[50, 55[",Private,200618,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,<=50K
17755,"[30, 35[",Private,183043,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,1977,48,United-States,>50K
17758,"[45, 50[",Private,196707,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,7298,0,43,United-States,>50K
17760,"[35, 40[",Self-emp-not-inc,180150,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,45,United-States,>50K
17762,"[15, 20[",?,118847,HS-grad,9,Never-married,?,Own-child,*,Female,0,0,24,United-States,<=50K
17764,"[50, 55[",Private,89534,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,>50K
17765,"[20, 25[",Private,291011,HS-grad,9,Never-married,Craft-repair,Not-in-family,*,Male,0,0,40,United-States,<=50K
17767,"[15, 20[",Private,188669,Some-college,10,Never-married,Sales,Own-child,*,Female,0,0,25,United-States,<=50K
17768,"[35, 40[",Private,178948,Bachelors,13,Never-married,Prof-specialty,Not-in-family,*,Female,0,0,45,United-States,<=50K
17770,"[35, 40[",Self-emp-not-inc,160808,Some-college,10,Married-civ-spouse,Other-service,Husband,*,Male,0,0,40,United-States,<=50K
17771,"[50, 55[",Private,93605,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,1848,40,United-States,>50K
17772,"[45, 50[",Private,318331,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,40,United-States,<=50K
17774,"[30, 35[",Private,87605,HS-grad,9,Never-married,Other-service,Unmarried,*,Female,0,0,40,United-States,<=50K
17776,"[20, 25[",Private,48301,Some-college,10,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,40,United-States,<=50K
17777,"[25, 30[",Private,220748,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,*,Male,0,0,48,United-States,<=50K
17778,"[35, 40[",Private,387068,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,>50K
17782,"[35, 40[",Private,289190,HS-grad,9,Divorced,Craft-repair,Unmarried,*,Male,0,0,40,United-States,<=50K
17786,"[35, 40[",Private,219546,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,*,Male,4386,0,44,United-States,>50K
17787,"[40, 45[",Private,220531,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,50,United-States,>50K
17789,"[40, 45[",Self-emp-not-inc,201908,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,*,Male,99999,0,50,United-States,>50K
17791,"[15, 20[",Private,365683,HS-grad,9,Never-married,Adm-clerical,Own-child,*,Female,0,0,16,United-States,<=50K
17792,"[40, 45[",Private,175674,Bachelors,13,Married-civ-spouse,Tech-support,Husband,*,Male,0,0,40,United-States,>50K
17793,"[30, 35[",Private,203488,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,*,Male,0,0,40,United-States,<=50K
17794,"[25, 30[",Private,106406,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
17796,"[35, 40[",Private,125167,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,60,United-States,>50K
17797,"[50, 55[",Private,249339,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
17798,"[25, 30[",Private,94652,Some-college,10,Never-married,Craft-repair,Own-child,*,Male,0,0,40,United-States,<=50K
17799,"[40, 45[",Private,195394,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,*,Male,7688,0,40,United-States,>50K
17800,"[25, 30[",Private,130302,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,*,Male,0,0,40,United-States,<=50K
17804,"[40, 45[",Private,325461,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,1902,50,United-States,>50K
17806,"[35, 40[",Local-gov,30509,Masters,14,Never-married,Prof-specialty,Not-in-family,*,Female,0,1669,55,United-States,<=50K
17807,"[20, 25[",Local-gov,32639,Some-college,10,Never-married,Prof-specialty,Not-in-family,*,Male,0,0,20,United-States,<=50K
17808,"[15, 20[",Private,234953,Some-college,10,Never-married,Adm-clerical,Own-child,*,Female,0,0,25,United-States,<=50K
17809,"[45, 50[",Private,120629,Bachelors,13,Divorced,Exec-managerial,Not-in-family,*,Female,27828,0,60,United-States,>50K
17812,"[35, 40[",Private,36423,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,25,United-States,>50K
17814,"[35, 40[",Private,130813,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,*,Female,0,0,40,United-States,<=50K
17815,"[40, 45[",Self-emp-not-inc,35236,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,84,United-States,<=50K
17816,"[55, 60[",Private,33350,HS-grad,9,Divorced,Other-service,Unmarried,*,Female,0,0,35,United-States,<=50K
17817,"[55, 60[",Private,177380,HS-grad,9,Divorced,Adm-clerical,Not-in-family,*,Female,0,0,29,United-States,<=50K
17819,"[35, 40[",Private,335104,Bachelors,13,Divorced,Prof-specialty,Not-in-family,*,Female,0,0,35,United-States,<=50K
17821,"[55, 60[",Self-emp-inc,165881,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,<=50K
17824,"[35, 40[",Private,188834,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
17825,"[55, 60[",Private,290661,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
17828,"[50, 55[",Local-gov,168553,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,<=50K
17829,"[20, 25[",Private,103064,Bachelors,13,Never-married,Tech-support,Not-in-family,*,Female,0,0,40,United-States,<=50K
17830,"[35, 40[",Private,123833,Some-college,10,Never-married,Sales,Not-in-family,*,Male,0,0,60,United-States,<=50K
17838,"[20, 25[",Private,393248,Some-college,10,Never-married,Adm-clerical,Own-child,*,Male,0,0,40,United-States,<=50K
17839,"[35, 40[",Private,279315,HS-grad,9,Never-married,Other-service,Own-child,*,Male,0,0,40,United-States,<=50K
17840,"[30, 35[",Private,392812,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,*,Male,0,0,50,United-States,>50K
17842,"[55, 60[",Self-emp-inc,51016,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,60,United-States,>50K
17843,"[55, 60[",Local-gov,132717,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,45,United-States,<=50K
17845,"[35, 40[",Self-emp-inc,196123,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,70,United-States,>50K
17846,"[40, 45[",Self-emp-inc,304906,Bachelors,13,Married-civ-spouse,Sales,Husband,*,Male,0,0,45,United-States,>50K
17847,"[25, 30[",Private,41521,HS-grad,9,Never-married,Other-service,Not-in-family,*,Female,0,0,35,United-States,<=50K
17849,"[35, 40[",Self-emp-not-inc,107233,HS-grad,9,Never-married,Craft-repair,Other-relative,*,Male,0,0,40,United-States,<=50K
17851,"[30, 35[",Private,400535,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,40,United-States,<=50K
17853,"[25, 30[",Private,136448,Bachelors,13,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K
17857,"[20, 25[",Private,170277,HS-grad,9,Never-married,Other-service,Not-in-family,*,Female,0,0,35,United-States,<=50K
17858,"[30, 35[",Private,160784,Some-college,10,Never-married,Sales,Not-in-family,*,Male,0,0,45,United-States,<=50K
17860,"[20, 25[",Private,197838,Bachelors,13,Never-married,Exec-managerial,Not-in-family,*,Male,0,0,40,United-States,<=50K
17862,"[30, 35[",Private,125762,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,0,44,United-States,>50K
17863,"[20, 25[",Private,283969,Some-college,10,Never-married,Handlers-cleaners,Other-relative,*,Male,0,0,15,United-States,<=50K
17866,"[20, 25[",Private,147655,HS-grad,9,Never-married,Other-service,Own-child,*,Female,0,0,35,United-States,<=50K
17867,"[45, 50[",Private,82797,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,45,United-States,>50K
17868,"[35, 40[",Local-gov,142573,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,45,United-States,>50K
17870,"[20, 25[",Private,53245,Bachelors,13,Never-married,Sales,Not-in-family,*,Male,0,1602,12,United-States,<=50K
17871,"[45, 50[",Private,28035,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,United-States,>50K
17873,"[30, 35[",Private,123397,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,*,Female,0,0,40,United-States,<=50K
17878,"[15, 20[",Private,386378,HS-grad,9,Never-married,Other-service,Not-in-family,*,Male,0,0,35,United-States,<=50K
17880,"[15, 20[",State-gov,76142,11th,7,Never-married,Other-service,Own-child,*,Male,0,0,8,United-States,<=50K
17884,"[40, 45[",Private,146906,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,50,United-States,>50K
17886,"[20, 25[",Private,213719,HS-grad,9,Never-married,Sales,Own-child,*,Female,0,0,20,United-States,<=50K
17887,"[15, 20[",Private,101795,10th,6,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,40,United-States,<=50K
17888,"[30, 35[",Private,228265,HS-grad,9,Never-married,Handlers-cleaners,Own-child,*,Female,0,0,30,United-States,<=50K
17889,"[45, 50[",Self-emp-not-inc,130206,HS-grad,9,Divorced,Other-service,Not-in-family,*,Female,0,0,40,United-States,<=50K
17890,"[30, 35[",Private,324254,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,40,United-States,<=50K
17891,"[20, 25[",Private,223019,HS-grad,9,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K
17892,"[40, 45[",Private,189666,HS-grad,9,Married-civ-spouse,Other-service,Husband,*,Male,0,0,45,United-States,<=50K
17893,"[35, 40[",Private,139086,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,*,Male,0,0,40,United-States,<=50K
17899,"[35, 40[",Local-gov,163278,Some-college,10,Never-married,Adm-clerical,Not-in-family,*,Female,2202,0,44,United-States,<=50K
17903,"[55, 60[",State-gov,300623,HS-grad,9,Divorced,Adm-clerical,Unmarried,*,Female,0,0,40,United-States,<=50K
17904,"[25, 30[",Local-gov,177072,Some-college,10,Never-married,Prof-specialty,Other-relative,*,Male,0,0,16,United-States,<=50K
17905,"[65, 70[",?,37331,HS-grad,9,Married-civ-spouse,?,Husband,*,Male,0,0,15,United-States,<=50K
17906,"[40, 45[",Private,167725,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,*,Male,0,0,40,United-States,<=50K
17910,"[30, 35[",Private,398988,Some-college,10,Never-married,Exec-managerial,Not-in-family,*,Male,0,0,40,United-States,<=50K
17912,"[35, 40[",Self-emp-not-inc,111129,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,45,United-States,<=50K
17913,"[25, 30[",Self-emp-not-inc,137795,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,20,United-States,<=50K
17915,"[35, 40[",State-gov,237873,HS-grad,9,Never-married,Other-service,Unmarried,*,Female,0,0,40,United-States,<=50K
17922,"[15, 20[",Private,118938,11th,7,Never-married,Sales,Own-child,*,Male,0,0,18,United-States,<=50K
17924,"[45, 50[",Private,178341,Masters,14,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,50,United-States,<=50K
17925,"[35, 40[",Private,61343,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0,0,45,United-States,<=50K
17926,"[35, 40[",Private,36989,HS-grad,9,Divorced,Craft-repair,Unmarried,*,Male,0,0,40,United-States,<=50K
17927,"[30, 35[",Self-emp-not-inc,226296,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,51,United-States,<=50K
17929,"[15, 20[",Private,172582,Some-college,10,Never-married,Sales,Own-child,*,Male,0,0,30,United-States,<=50K
17930,"[50, 55[",State-gov,227392,Some-college,10,Married-civ-spouse,Protective-serv,Husband,*,Male,0,0,60,United-States,<=50K
17934,"[35, 40[",Local-gov,327164,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,45,United-States,<=50K
