,index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
6432,11484,"[40, 80[",?,182668,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,45,United-States,>50K
6433,11486,"[40, 80[",Private,334522,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6434,11487,"[40, 80[",State-gov,187686,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,38,United-States,<=50K
6435,11491,"[0, 40[",Private,222162,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,66,United-States,<=50K
6436,11492,"[0, 40[",Private,148524,Secondary education,9,Spouse present,*,Husband,*,Male,0,2057,40,United-States,<=50K
6437,11493,"[0, 40[",Private,267085,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6438,11496,"[0, 40[",Private,279041,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,10,United-States,<=50K
6439,11497,"[0, 40[",Private,312017,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
6440,11498,"[0, 40[",Private,54782,Higher education,13,Spouse present,*,Husband,*,Male,0,1579,42,United-States,<=50K
6441,11500,"[0, 40[",?,263970,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,28,United-States,<=50K
6442,11501,"[0, 40[",Private,188774,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6443,11502,"[0, 40[",Private,302770,Higher education,10,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
6444,11503,"[0, 40[",Private,183639,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,97,United-States,<=50K
6445,11504,"[0, 40[",Private,178551,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6446,11505,"[0, 40[",Private,175343,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6447,11506,"[40, 80[",Self-emp-not-inc,190078,Higher education,10,Spouse present,*,Husband,*,Male,0,0,35,United-States,<=50K
6448,11507,"[40, 80[",Private,117627,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
6449,11508,"[0, 40[",Private,108419,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6450,11510,"[0, 40[",State-gov,208406,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,30,United-States,<=50K
6451,11511,"[40, 80[",Private,148884,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
6452,11513,"[40, 80[",Private,199058,Higher education,13,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
6453,11514,"[40, 80[",Private,173628,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6454,11517,"[0, 40[",Private,342769,Higher education,13,Spouse not present,*,Not-in-family,*,Female,0,0,20,United-States,<=50K
6455,11518,"[40, 80[",Local-gov,65145,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,30,United-States,<=50K
6456,11519,"[40, 80[",Private,150533,Secondary education,9,Spouse present,*,Husband,*,Male,2829,0,40,United-States,<=50K
6457,11521,"[40, 80[",Private,403467,Higher education,13,Spouse present,*,Husband,*,Male,7688,0,40,United-States,>50K
6458,11522,"[0, 40[",Private,252168,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
6459,11525,"[40, 80[",Private,115806,Higher education,14,Spouse not present,*,Unmarried,*,Female,0,2547,40,United-States,>50K
6460,11526,"[0, 40[",?,28357,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,20,United-States,<=50K
6461,11528,"[0, 40[",Private,150817,Secondary education,9,Spouse not present,*,Own-child,*,Female,0,0,20,United-States,<=50K
6462,11529,"[0, 40[",Self-emp-inc,190911,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,45,United-States,<=50K
6463,11530,"[0, 40[",Self-emp-inc,120126,Higher education,13,Spouse present,*,Husband,*,Male,0,1887,45,United-States,>50K
6464,11531,"[40, 80[",Local-gov,255559,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
6465,11536,"[40, 80[",Self-emp-not-inc,129845,Secondary education,4,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6466,11537,"[40, 80[",Private,226505,Secondary education,9,Spouse present,*,Wife,*,Female,0,0,46,United-States,>50K
6467,11539,"[40, 80[",Private,136419,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
6468,11540,"[40, 80[",Private,66460,Higher education,10,Spouse not present,*,Unmarried,*,Female,0,0,45,United-States,<=50K
6469,11541,"[40, 80[",Local-gov,379940,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6470,11542,"[0, 40[",Local-gov,102936,Higher education,13,Spouse not present,*,Unmarried,*,Female,0,0,55,United-States,<=50K
6471,11546,"[40, 80[",Private,137547,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
6472,11548,"[40, 80[",Local-gov,37672,Higher education,13,Spouse present,*,Wife,*,Female,0,0,45,United-States,<=50K
6473,11549,"[0, 40[",Private,196643,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,20,United-States,<=50K
6474,11550,"[0, 40[",?,355686,Secondary education,9,Spouse not present,*,Own-child,*,Female,0,0,10,United-States,<=50K
6475,11551,"[0, 40[",Private,197484,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
6476,11552,"[40, 80[",Local-gov,115023,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6477,11554,"[0, 40[",State-gov,361497,Higher education,13,Spouse present,*,Husband,*,Male,0,0,72,United-States,>50K
6478,11555,"[0, 40[",Private,351871,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,50,United-States,>50K
6479,11559,"[40, 80[",Private,50349,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,34,United-States,<=50K
6480,11562,"[40, 80[",Private,221172,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6481,11565,"[40, 80[",Self-emp-inc,150533,Higher education,12,Spouse present,*,Husband,*,Male,0,0,50,United-States,<=50K
6482,11568,"[0, 40[",Private,313729,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6483,11569,"[40, 80[",Private,130957,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
6484,11570,"[0, 40[",Private,197732,Secondary education,7,Spouse not present,*,Own-child,*,Female,0,0,12,United-States,<=50K
6485,11571,"[0, 40[",Private,250541,Secondary education,6,Spouse not present,*,Own-child,*,Male,0,0,20,United-States,<=50K
6486,11572,"[0, 40[",Private,218785,Higher education,10,Spouse present,*,Wife,*,Female,0,0,65,United-States,<=50K
6487,11574,"[0, 40[",Private,194630,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,50,United-States,<=50K
6488,11576,"[0, 40[",Private,201519,Higher education,13,Spouse present,*,Wife,*,Female,0,0,40,United-States,>50K
6489,11577,"[40, 80[",Private,279337,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,55,United-States,>50K
6490,11580,"[40, 80[",?,100820,Secondary education,9,Spouse present,*,Husband,*,Male,0,2489,15,United-States,<=50K
6491,11582,"[40, 80[",Private,143822,Higher education,10,Spouse present,*,Husband,*,Male,7298,0,40,United-States,>50K
6492,11585,"[0, 40[",State-gov,137616,Higher education,14,Spouse not present,*,Not-in-family,*,Female,0,0,35,United-States,<=50K
6493,11586,"[0, 40[",Private,156516,Higher education,10,Spouse present,*,Wife,*,Female,0,2377,20,United-States,<=50K
6494,11587,"[40, 80[",Private,119101,Higher education,10,Spouse present,*,Husband,*,Male,5178,0,40,United-States,>50K
6495,11588,"[40, 80[",Private,117556,Higher education,10,Spouse not present,*,Unmarried,*,Female,0,0,32,United-States,<=50K
6496,11593,"[40, 80[",Local-gov,55363,Higher education,14,Spouse present,*,Husband,*,Male,0,0,55,United-States,>50K
6497,11594,"[0, 40[",Private,92865,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
6498,11596,"[40, 80[",Federal-gov,221532,Higher education,13,Spouse present,*,Husband,*,Male,0,0,45,United-States,>50K
6499,11598,"[0, 40[",Private,381153,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6500,11599,"[0, 40[",Private,300871,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
6501,11600,"[40, 80[",Private,33710,Higher education,13,Spouse present,*,Husband,*,Male,3103,0,60,United-States,>50K
6502,11604,"[40, 80[",Private,358533,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6503,11605,"[0, 40[",Private,126613,Higher education,13,Spouse not present,*,Own-child,*,Female,0,0,8,United-States,<=50K
6504,11606,"[0, 40[",Private,164190,Higher education,11,Spouse present,*,Husband,*,Male,5178,0,52,United-States,>50K
6505,11607,"[0, 40[",Private,199816,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
6506,11608,"[40, 80[",Private,98228,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,45,United-States,<=50K
6507,11609,"[40, 80[",Local-gov,129060,Higher education,10,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
6508,11610,"[0, 40[",Private,22245,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
6509,11611,"[0, 40[",Private,226918,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,48,United-States,<=50K
6510,11612,"[40, 80[",Private,398652,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
6511,11615,"[40, 80[",Private,91384,Higher education,16,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
6512,11616,"[40, 80[",Private,174767,Higher education,10,Spouse present,*,Husband,*,Male,0,0,45,United-States,>50K
6513,11617,"[0, 40[",Self-emp-inc,126675,Higher education,11,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
6514,11620,"[40, 80[",Self-emp-not-inc,345236,Higher education,13,Spouse present,*,Husband,*,Male,0,0,55,United-States,<=50K
6515,11625,"[0, 40[",Local-gov,102938,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6516,11626,"[0, 40[",Private,161063,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
6517,11628,"[40, 80[",Self-emp-not-inc,274800,Higher education,13,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
6518,11630,"[0, 40[",Federal-gov,65547,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
6519,11631,"[0, 40[",Private,107658,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,10,United-States,<=50K
6520,11632,"[40, 80[",Private,161097,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,26,United-States,<=50K
6521,11633,"[0, 40[",Private,118376,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,15,United-States,<=50K
6522,11634,"[0, 40[",Private,131224,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6523,11636,"[0, 40[",Private,215392,Higher education,13,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
6524,11638,"[40, 80[",Private,131826,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6525,11639,"[0, 40[",Private,211440,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,55,United-States,>50K
6526,11640,"[0, 40[",Private,31023,Higher education,13,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
6527,11642,"[0, 40[",Private,255161,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,25,United-States,<=50K
6528,11644,"[0, 40[",Private,275818,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,1974,40,United-States,<=50K
6529,11645,"[0, 40[",Private,318082,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,35,United-States,<=50K
6530,11646,"[0, 40[",Local-gov,287988,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
6531,11649,"[0, 40[",Private,60358,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
6532,11650,"[0, 40[",Private,140117,Secondary education,6,Spouse not present,*,Own-child,*,Female,0,0,12,United-States,<=50K
6533,11651,"[0, 40[",Private,158040,Higher education,13,Spouse not present,*,Not-in-family,*,Female,0,0,45,United-States,<=50K
6534,11656,"[40, 80[",Private,140176,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,24,United-States,<=50K
6535,11657,"[40, 80[",Private,128478,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
6536,11658,"[0, 40[",?,318264,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,30,United-States,<=50K
6537,11660,"[40, 80[",Federal-gov,155659,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6538,11662,"[40, 80[",Federal-gov,329205,Higher education,13,Spouse not present,*,Unmarried,*,Male,0,0,40,United-States,<=50K
6539,11664,"[0, 40[",Private,228860,Higher education,10,Spouse present,*,Husband,*,Male,0,0,35,United-States,<=50K
6540,11667,"[0, 40[",Private,201680,Secondary education,9,Spouse not present,*,Unmarried,*,Male,0,0,60,United-States,<=50K
6541,11668,"[0, 40[",Private,337378,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6542,11669,"[0, 40[",Private,246449,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,3325,0,50,United-States,<=50K
6543,11670,"[40, 80[",Private,227714,Higher education,13,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
6544,11673,"[40, 80[",Private,30219,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,1669,40,United-States,<=50K
6545,11674,"[40, 80[",Private,280167,Higher education,14,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6546,11675,"[0, 40[",Self-emp-inc,27408,Higher education,11,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
6547,11678,"[0, 40[",Self-emp-not-inc,278557,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,30,United-States,<=50K
6548,11680,"[40, 80[",Self-emp-not-inc,252986,Higher education,14,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6549,11681,"[40, 80[",Private,33669,Higher education,10,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
6550,11683,"[40, 80[",Self-emp-not-inc,177457,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6551,11684,"[0, 40[",State-gov,312767,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
6552,11687,"[40, 80[",Self-emp-not-inc,263568,Higher education,13,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
6553,11689,"[0, 40[",Private,302097,Secondary education,9,Spouse present,*,Husband,*,Male,3464,0,48,United-States,<=50K
6554,11692,"[0, 40[",Private,405577,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
6555,11693,"[40, 80[",State-gov,167065,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6556,11694,"[0, 40[",Private,102476,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6557,11695,"[0, 40[",Federal-gov,526528,Higher education,10,Spouse not present,*,Unmarried,*,Female,3887,0,40,United-States,<=50K
6558,11698,"[0, 40[",Private,150262,Secondary education,7,Spouse not present,*,Own-child,*,Female,0,0,20,United-States,<=50K
6559,11702,"[40, 80[",Private,222434,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
6560,11703,"[0, 40[",Private,180246,Higher education,10,Spouse present,*,Husband,*,Male,7688,0,40,United-States,>50K
6561,11705,"[40, 80[",Private,367037,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
6562,11706,"[0, 40[",Private,304651,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,45,United-States,>50K
6563,11707,"[40, 80[",Private,97017,Higher education,10,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
6564,11708,"[0, 40[",Private,146879,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,2001,40,United-States,<=50K
6565,11710,"[40, 80[",Self-emp-not-inc,84735,Higher education,14,Spouse present,*,Wife,*,Female,0,0,20,United-States,>50K
6566,11712,"[0, 40[",Private,326886,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6567,11716,"[40, 80[",Private,177487,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6568,11717,"[40, 80[",Private,286750,Higher education,13,Spouse present,*,Husband,*,Male,0,1902,40,United-States,>50K
6569,11718,"[40, 80[",Private,171424,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6570,11722,"[40, 80[",State-gov,72506,Secondary education,9,Spouse present,*,Wife,*,Female,0,0,40,United-States,<=50K
6571,11723,"[40, 80[",Self-emp-inc,61040,Higher education,10,Spouse present,*,Husband,*,Male,7688,0,36,United-States,>50K
6572,11725,"[0, 40[",Private,391867,Higher education,11,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6573,11726,"[40, 80[",Private,94080,Higher education,12,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6574,11728,"[0, 40[",Private,170130,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
6575,11729,"[0, 40[",Private,158118,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,1719,40,United-States,<=50K
6576,11733,"[40, 80[",Private,223342,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,1504,35,United-States,<=50K
6577,11735,"[0, 40[",Private,106377,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
6578,11736,"[40, 80[",Private,66118,Higher education,13,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
6579,11737,"[40, 80[",Private,274883,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6580,11738,"[0, 40[",Local-gov,123773,Higher education,12,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
6581,11739,"[40, 80[",Local-gov,70655,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,44,United-States,<=50K
6582,11740,"[40, 80[",Private,177426,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,20,United-States,<=50K
6583,11741,"[0, 40[",Private,200374,Higher education,13,Spouse present,*,Husband,*,Male,0,1902,40,United-States,>50K
6584,11742,"[0, 40[",State-gov,159269,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,15,United-States,<=50K
6585,11743,"[0, 40[",Private,235894,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,38,United-States,<=50K
6586,11744,"[0, 40[",Local-gov,97723,Higher education,15,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6587,11745,"[0, 40[",Private,167309,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
6588,11746,"[40, 80[",Self-emp-not-inc,98106,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
6589,11748,"[40, 80[",Private,108993,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
6590,11750,"[40, 80[",Self-emp-inc,100960,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,50,United-States,<=50K
6591,11751,"[40, 80[",Private,170092,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,50,United-States,<=50K
6592,11752,"[40, 80[",Private,326156,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6593,11753,"[40, 80[",Private,216932,Higher education,14,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6594,11754,"[40, 80[",Private,36956,Higher education,10,Spouse present,*,Husband,*,Male,20051,0,50,United-States,>50K
6595,11755,"[0, 40[",Private,214014,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
6596,11758,"[40, 80[",Self-emp-inc,161662,Higher education,13,Spouse present,*,Husband,*,Male,7688,0,60,United-States,>50K
6597,11759,"[40, 80[",Private,367200,Secondary education,9,Spouse not present,*,Other-relative,*,Male,0,0,40,United-States,<=50K
6598,11760,"[0, 40[",Private,86648,Higher education,14,Spouse present,*,Husband,*,Male,0,1977,45,United-States,>50K
6599,11761,"[40, 80[",Local-gov,168539,Higher education,13,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
6600,11763,"[0, 40[",Private,197651,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,43,United-States,<=50K
6601,11765,"[0, 40[",Private,330571,Higher education,13,Spouse not present,*,Own-child,*,Female,0,0,25,United-States,<=50K
6602,11766,"[40, 80[",Private,204235,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6603,11767,"[0, 40[",State-gov,346766,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
6604,11769,"[0, 40[",Private,163396,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
6605,11771,"[0, 40[",Private,36251,Secondary education,6,Spouse not present,*,Own-child,*,Female,0,0,15,United-States,<=50K
6606,11773,"[40, 80[",?,222395,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6607,11775,"[0, 40[",Private,79303,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
6608,11777,"[40, 80[",State-gov,200497,Higher education,14,Spouse present,*,Husband,*,Male,0,0,45,United-States,>50K
6609,11778,"[0, 40[",Private,148392,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,30,United-States,<=50K
6610,11779,"[0, 40[",Private,164243,Higher education,10,Spouse present,*,Husband,*,Male,0,1579,40,United-States,<=50K
6611,11780,"[40, 80[",State-gov,129298,Higher education,14,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6612,11781,"[40, 80[",Local-gov,174981,Higher education,14,Spouse present,*,Husband,*,Male,0,0,47,United-States,>50K
6613,11782,"[40, 80[",Local-gov,328610,Higher education,15,Spouse present,*,Husband,*,Male,0,0,45,United-States,>50K
6614,11783,"[0, 40[",Private,77774,Secondary education,9,Spouse not present,*,Own-child,*,Female,0,0,34,United-States,<=50K
6615,11784,"[0, 40[",State-gov,134069,Higher education,14,Spouse present,*,Husband,*,Male,7298,0,60,United-States,>50K
6616,11785,"[0, 40[",Private,209214,Secondary education,9,Spouse present,*,Wife,*,Female,4386,0,35,United-States,>50K
6617,11787,"[0, 40[",Private,168827,Higher education,13,Spouse not present,*,Own-child,*,Male,0,0,2,United-States,<=50K
6618,11789,"[0, 40[",Private,57600,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6619,11790,"[40, 80[",Self-emp-not-inc,302847,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,35,United-States,<=50K
6620,11791,"[0, 40[",Private,227594,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,30,United-States,<=50K
6621,11795,"[0, 40[",Private,276133,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,50,United-States,<=50K
6622,11797,"[40, 80[",Private,204410,Secondary education,9,Spouse present,*,Husband,*,Male,0,1485,44,United-States,>50K
6623,11798,"[40, 80[",Self-emp-inc,223215,Higher education,13,Spouse present,*,Husband,*,Male,0,1977,50,United-States,>50K
6624,11799,"[40, 80[",Private,184625,Secondary education,9,Spouse present,*,Wife,*,Female,0,0,40,United-States,>50K
6625,11800,"[0, 40[",Self-emp-inc,265917,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6626,11801,"[0, 40[",Private,158647,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
6627,11802,"[0, 40[",Private,22055,Higher education,10,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
6628,11803,"[40, 80[",Local-gov,176716,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
6629,11804,"[40, 80[",Private,270721,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,32,United-States,<=50K
6630,11806,"[0, 40[",Private,79050,Secondary education,9,Spouse not present,*,Unmarried,*,Male,0,0,72,United-States,<=50K
6631,11807,"[40, 80[",Local-gov,42703,Higher education,10,Spouse present,*,Wife,*,Female,0,0,40,United-States,>50K
6632,11809,"[40, 80[",Private,331643,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6633,11810,"[0, 40[",Private,207937,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,1092,40,United-States,<=50K
6634,11813,"[0, 40[",Private,184813,Higher education,10,Spouse present,*,Husband,*,Male,0,0,20,United-States,<=50K
6635,11814,"[40, 80[",Self-emp-not-inc,32185,Higher education,13,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
6636,11815,"[0, 40[",Private,197886,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,45,United-States,>50K
6637,11816,"[0, 40[",State-gov,248374,Higher education,10,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
6638,11817,"[40, 80[",Private,382499,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,50,United-States,<=50K
6639,11820,"[40, 80[",Local-gov,110172,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6640,11821,"[40, 80[",Private,144032,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
6641,11823,"[0, 40[",Private,230408,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,20,United-States,<=50K
6642,11824,"[40, 80[",Local-gov,20795,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6643,11825,"[0, 40[",Private,174714,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,20,United-States,<=50K
6644,11827,"[0, 40[",Private,149531,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6645,11828,"[0, 40[",Private,34113,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
6646,11830,"[0, 40[",Private,331381,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
6647,11834,"[0, 40[",Local-gov,267859,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6648,11836,"[40, 80[",Federal-gov,586657,Higher education,13,Spouse present,*,Husband,*,Male,7298,0,40,United-States,>50K
6649,11839,"[40, 80[",Private,193882,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6650,11840,"[40, 80[",Private,138026,Secondary education,9,Spouse present,*,Wife,*,Female,0,0,40,United-States,<=50K
6651,11841,"[40, 80[",Private,122385,Higher education,14,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
6652,11842,"[0, 40[",Private,49020,Higher education,14,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
6653,11843,"[0, 40[",Private,283715,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
6654,11845,"[0, 40[",Private,166416,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
6655,11847,"[0, 40[",Local-gov,45607,Higher education,14,Spouse not present,*,Not-in-family,*,Male,0,0,60,United-States,>50K
6656,11848,"[40, 80[",Local-gov,112362,Higher education,14,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
